selection;small-range;100;18105
selection;small-range;200;65551
selection;small-range;300;136674
selection;small-range;400;241805
selection;small-range;500;392832
selection;small-range;600;585091
selection;small-range;700;762288
selection;small-range;800;998681
selection;small-range;900;1317533
selection;small-range;1000;1569092
selection;small-range;1100;1869421
selection;small-range;1200;2296215
selection;small-range;1300;2790294
selection;small-range;1400;3260924
selection;small-range;1500;6207042
selection;small-range;1600;4429196
selection;small-range;1700;4705124
selection;small-range;1800;5000871
selection;small-range;1900;6173244
selection;small-range;2000;6246695
selection;small-range;2100;6672987
selection;small-range;2200;7365383
selection;small-range;2300;7945200
selection;small-range;2400;9133513
selection;small-range;2500;9051756
selection;small-range;2600;10004086
selection;small-range;2700;10346292
selection;small-range;2800;11048289
selection;small-range;2900;11894104
selection;small-range;3000;12537137
selection;small-range;3100;13280713
selection;small-range;3200;14233921
selection;small-range;3300;15345578
selection;small-range;3400;16103056
selection;small-range;3500;17552034
selection;small-range;3600;18044861
selection;small-range;3700;19573433
selection;small-range;3800;20137463
selection;small-range;3900;21040934
selection;small-range;4000;22417651
selection;small-range;4100;23425131
selection;big-range;100;15879
selection;big-range;200;59949
selection;big-range;300;165762
selection;big-range;400;244681
selection;big-range;500;373759
selection;big-range;600;555174
selection;big-range;700;697496
selection;big-range;800;936630
selection;big-range;900;1145732
selection;big-range;1000;1407179
selection;big-range;1100;1726526
selection;big-range;1200;2075300
selection;big-range;1300;2539301
selection;big-range;1400;2794330
selection;big-range;1500;3177686
selection;big-range;1600;3618008
selection;big-range;1700;4102381
selection;big-range;1800;4662658
selection;big-range;1900;5142854
selection;big-range;2000;5701295
selection;big-range;2100;6242565
selection;big-range;2200;6919241
selection;big-range;2300;8661801
selection;big-range;2400;15645720
selection;big-range;2500;9875922
selection;big-range;2600;9528343
selection;big-range;2700;10425579
selection;big-range;2800;11039057
selection;big-range;2900;11746044
selection;big-range;3000;12765143
selection;big-range;3100;14162786
selection;big-range;3200;14354112
selection;big-range;3300;15341145
selection;big-range;3400;16322544
selection;big-range;3500;17246865
selection;big-range;3600;18409804
selection;big-range;3700;19207846
selection;big-range;3800;20333185
selection;big-range;3900;21740020
selection;big-range;4000;22465633
selection;big-range;4100;23942392
selection;almost-sorted;100;15351
selection;almost-sorted;200;57699
selection;almost-sorted;300;126070
selection;almost-sorted;400;234685
selection;almost-sorted;500;373595
selection;almost-sorted;600;524431
selection;almost-sorted;700;723977
selection;almost-sorted;800;905137
selection;almost-sorted;900;1131930
selection;almost-sorted;1000;1439910
selection;almost-sorted;1100;1709150
selection;almost-sorted;1200;2019541
selection;almost-sorted;1300;2540266
selection;almost-sorted;1400;2798764
selection;almost-sorted;1500;3207125
selection;almost-sorted;1600;3673581
selection;almost-sorted;1700;4151148
selection;almost-sorted;1800;4631912
selection;almost-sorted;1900;5190551
selection;almost-sorted;2000;5748079
selection;almost-sorted;2100;6200992
selection;almost-sorted;2200;6797683
selection;almost-sorted;2300;7262055
selection;almost-sorted;2400;8125128
selection;almost-sorted;2500;8685990
selection;almost-sorted;2600;9409774
selection;almost-sorted;2700;10181193
selection;almost-sorted;2800;10897790
selection;almost-sorted;2900;11777633
selection;almost-sorted;3000;12581123
selection;almost-sorted;3100;13400169
selection;almost-sorted;3200;14530818
selection;almost-sorted;3300;15276161
selection;almost-sorted;3400;16100443
selection;almost-sorted;3500;17289213
selection;almost-sorted;3600;18019235
selection;almost-sorted;3700;19238627
selection;almost-sorted;3800;20972299
selection;almost-sorted;3900;21141705
selection;almost-sorted;4000;22370081
selection;almost-sorted;4100;23411029
selection;reversed;100;17461
selection;reversed;200;77269
selection;reversed;300;156999
selection;reversed;400;262701
selection;reversed;500;434281
selection;reversed;600;620655
selection;reversed;700;849912
selection;reversed;800;1086744
selection;reversed;900;1373967
selection;reversed;1000;1694673
selection;reversed;1100;2185426
selection;reversed;1200;2482355
selection;reversed;1300;2863051
selection;reversed;1400;3328773
selection;reversed;1500;3911482
selection;reversed;1600;4329001
selection;reversed;1700;4914506
selection;reversed;1800;5553416
selection;reversed;1900;6110316
selection;reversed;2000;6629561
selection;reversed;2100;7564342
selection;reversed;2200;8186030
selection;reversed;2300;8913978
selection;reversed;2400;9777303
selection;reversed;2500;10497183
selection;reversed;2600;11643228
selection;reversed;2700;12310270
selection;reversed;2800;13189219
selection;reversed;2900;14438336
selection;reversed;3000;14856654
selection;reversed;3100;16105696
selection;reversed;3200;17441635
selection;reversed;3300;18378565
selection;reversed;3400;19541772
selection;reversed;3500;20766497
selection;reversed;3600;21799384
selection;reversed;3700;23196879
selection;reversed;3800;24368909
selection;reversed;3900;25603017
selection;reversed;4000;26809841
selection;reversed;4100;28503460
bubble;small-range;100;26639
bubble;small-range;200;106843
bubble;small-range;300;257747
bubble;small-range;400;420255
bubble;small-range;500;698602
bubble;small-range;600;988482
bubble;small-range;700;1365499
bubble;small-range;800;1740607
bubble;small-range;900;2337374
bubble;small-range;1000;2845392
bubble;small-range;1100;3372099
bubble;small-range;1200;4115343
bubble;small-range;1300;5021747
bubble;small-range;1400;5597102
bubble;small-range;1500;6440768
bubble;small-range;1600;7362669
bubble;small-range;1700;8337870
bubble;small-range;1800;9383379
bubble;small-range;1900;10691171
bubble;small-range;2000;11802821
bubble;small-range;2100;13030246
bubble;small-range;2200;14311063
bubble;small-range;2300;16129123
bubble;small-range;2400;17279617
bubble;small-range;2500;19330509
bubble;small-range;2600;20521103
bubble;small-range;2700;22140965
bubble;small-range;2800;24297922
bubble;small-range;2900;26228302
bubble;small-range;3000;28062298
bubble;small-range;3100;29827295
bubble;small-range;3200;31598387
bubble;small-range;3300;33977666
bubble;small-range;3400;36084106
bubble;small-range;3500;38654355
bubble;small-range;3600;41161381
bubble;small-range;3700;43524382
bubble;small-range;3800;45915445
bubble;small-range;3900;48328697
bubble;small-range;4000;51271464
bubble;small-range;4100;54608979
bubble;big-range;100;30143
bubble;big-range;200;115263
bubble;big-range;300;257057
bubble;big-range;400;488843
bubble;big-range;500;789809
bubble;big-range;600;1123550
bubble;big-range;700;1423769
bubble;big-range;800;1839655
bubble;big-range;900;2383531
bubble;big-range;1000;2895485
bubble;big-range;1100;3476537
bubble;big-range;1200;4304769
bubble;big-range;1300;5144546
bubble;big-range;1400;5879782
bubble;big-range;1500;6747187
bubble;big-range;1600;7706054
bubble;big-range;1700;9124423
bubble;big-range;1800;9916463
bubble;big-range;1900;11372130
bubble;big-range;2000;12550093
bubble;big-range;2100;14039073
bubble;big-range;2200;15385952
bubble;big-range;2300;16869829
bubble;big-range;2400;18685976
bubble;big-range;2500;20100801
bubble;big-range;2600;22268265
bubble;big-range;2700;24404535
bubble;big-range;2800;25857830
bubble;big-range;2900;27537099
bubble;big-range;3000;29681960
bubble;big-range;3100;32022766
bubble;big-range;3200;34728740
bubble;big-range;3300;36695403
bubble;big-range;3400;38910945
bubble;big-range;3500;41241080
bubble;big-range;3600;44624472
bubble;big-range;3700;46287577
bubble;big-range;3800;48745288
bubble;big-range;3900;51539202
bubble;big-range;4000;54624343
bubble;big-range;4100;57553330
bubble;almost-sorted;100;15248
bubble;almost-sorted;200;56664
bubble;almost-sorted;300;131413
bubble;almost-sorted;400;225596
bubble;almost-sorted;500;388360
bubble;almost-sorted;600;496225
bubble;almost-sorted;700;722833
bubble;almost-sorted;800;900723
bubble;almost-sorted;900;1139373
bubble;almost-sorted;1000;1397700
bubble;almost-sorted;1100;1708330
bubble;almost-sorted;1200;2016453
bubble;almost-sorted;1300;2399644
bubble;almost-sorted;1400;2756976
bubble;almost-sorted;1500;3164044
bubble;almost-sorted;1600;3626436
bubble;almost-sorted;1700;4243417
bubble;almost-sorted;1800;4612857
bubble;almost-sorted;1900;5064299
bubble;almost-sorted;2000;5606666
bubble;almost-sorted;2100;6221036
bubble;almost-sorted;2200;6756681
bubble;almost-sorted;2300;7465130
bubble;almost-sorted;2400;8311968
bubble;almost-sorted;2500;8736114
bubble;almost-sorted;2600;9986556
bubble;almost-sorted;2700;10276474
bubble;almost-sorted;2800;10877316
bubble;almost-sorted;2900;12031350
bubble;almost-sorted;3000;12573885
bubble;almost-sorted;3100;13509851
bubble;almost-sorted;3200;14594521
bubble;almost-sorted;3300;15201742
bubble;almost-sorted;3400;16139400
bubble;almost-sorted;3500;17401958
bubble;almost-sorted;3600;18105730
bubble;almost-sorted;3700;19134665
bubble;almost-sorted;3800;20499315
bubble;almost-sorted;3900;21250136
bubble;almost-sorted;4000;22789577
bubble;almost-sorted;4100;23785422
bubble;reversed;100;36093
bubble;reversed;200;153760
bubble;reversed;300;350367
bubble;reversed;400;600317
bubble;reversed;500;977171
bubble;reversed;600;1368862
bubble;reversed;700;1843596
bubble;reversed;800;2475682
bubble;reversed;900;3232375
bubble;reversed;1000;3776885
bubble;reversed;1100;4667690
bubble;reversed;1200;5478126
bubble;reversed;1300;7130168
bubble;reversed;1400;7496147
bubble;reversed;1500;8611203
bubble;reversed;1600;10006092
bubble;reversed;1700;11129400
bubble;reversed;1800;12415443
bubble;reversed;1900;13710756
bubble;reversed;2000;15575965
bubble;reversed;2100;16915219
bubble;reversed;2200;18473442
bubble;reversed;2300;20430015
bubble;reversed;2400;22156040
bubble;reversed;2500;24190874
bubble;reversed;2600;26174956
bubble;reversed;2700;28805410
bubble;reversed;2800;30191328
bubble;reversed;2900;32311589
bubble;reversed;3000;35593842
bubble;reversed;3100;37604487
bubble;reversed;3200;39931066
bubble;reversed;3300;42279492
bubble;reversed;3400;44850365
bubble;reversed;3500;47271829
bubble;reversed;3600;49735841
bubble;reversed;3700;52800086
bubble;reversed;3800;55590440
bubble;reversed;3900;58444403
bubble;reversed;4000;61587173
bubble;reversed;4100;64719575
bubble-iverson-1;small-range;100;25701
bubble-iverson-1;small-range;200;105530
bubble-iverson-1;small-range;300;235076
bubble-iverson-1;small-range;400;458499
bubble-iverson-1;small-range;500;669257
bubble-iverson-1;small-range;600;1076080
bubble-iverson-1;small-range;700;1449994
bubble-iverson-1;small-range;800;1723701
bubble-iverson-1;small-range;900;2259987
bubble-iverson-1;small-range;1000;2821014
bubble-iverson-1;small-range;1100;3482644
bubble-iverson-1;small-range;1200;4105845
bubble-iverson-1;small-range;1300;4907168
bubble-iverson-1;small-range;1400;5682300
bubble-iverson-1;small-range;1500;6567408
bubble-iverson-1;small-range;1600;7455281
bubble-iverson-1;small-range;1700;8784209
bubble-iverson-1;small-range;1800;9720568
bubble-iverson-1;small-range;1900;11559307
bubble-iverson-1;small-range;2000;12159695
bubble-iverson-1;small-range;2100;13704166
bubble-iverson-1;small-range;2200;15035247
bubble-iverson-1;small-range;2300;16533040
bubble-iverson-1;small-range;2400;18090614
bubble-iverson-1;small-range;2500;19485524
bubble-iverson-1;small-range;2600;21006733
bubble-iverson-1;small-range;2700;23099374
bubble-iverson-1;small-range;2800;24654278
bubble-iverson-1;small-range;2900;27218182
bubble-iverson-1;small-range;3000;29253326
bubble-iverson-1;small-range;3100;30895492
bubble-iverson-1;small-range;3200;34246235
bubble-iverson-1;small-range;3300;36183395
bubble-iverson-1;small-range;3400;39143087
bubble-iverson-1;small-range;3500;40343352
bubble-iverson-1;small-range;3600;43035532
bubble-iverson-1;small-range;3700;45774619
bubble-iverson-1;small-range;3800;48229675
bubble-iverson-1;small-range;3900;51192555
bubble-iverson-1;small-range;4000;53062250
bubble-iverson-1;small-range;4100;56270108
bubble-iverson-1;big-range;100;36371
bubble-iverson-1;big-range;200;142592
bubble-iverson-1;big-range;300;290161
bubble-iverson-1;big-range;400;479898
bubble-iverson-1;big-range;500;767117
bubble-iverson-1;big-range;600;1131900
bubble-iverson-1;big-range;700;1522334
bubble-iverson-1;big-range;800;1977428
bubble-iverson-1;big-range;900;2576050
bubble-iverson-1;big-range;1000;3122412
bubble-iverson-1;big-range;1100;3776968
bubble-iverson-1;big-range;1200;4666994
bubble-iverson-1;big-range;1300;5403260
bubble-iverson-1;big-range;1400;6260799
bubble-iverson-1;big-range;1500;7304499
bubble-iverson-1;big-range;1600;8439169
bubble-iverson-1;big-range;1700;9460463
bubble-iverson-1;big-range;1800;10728244
bubble-iverson-1;big-range;1900;12022861
bubble-iverson-1;big-range;2000;13589529
bubble-iverson-1;big-range;2100;14743157
bubble-iverson-1;big-range;2200;16196836
bubble-iverson-1;big-range;2300;17948936
bubble-iverson-1;big-range;2400;19696441
bubble-iverson-1;big-range;2500;21221742
bubble-iverson-1;big-range;2600;23351081
bubble-iverson-1;big-range;2700;24949993
bubble-iverson-1;big-range;2800;27115219
bubble-iverson-1;big-range;2900;30273954
bubble-iverson-1;big-range;3000;31060802
bubble-iverson-1;big-range;3100;34306781
bubble-iverson-1;big-range;3200;35770002
bubble-iverson-1;big-range;3300;38257670
bubble-iverson-1;big-range;3400;40435783
bubble-iverson-1;big-range;3500;43167501
bubble-iverson-1;big-range;3600;45726191
bubble-iverson-1;big-range;3700;48295220
bubble-iverson-1;big-range;3800;51706025
bubble-iverson-1;big-range;3900;54865064
bubble-iverson-1;big-range;4000;57327717
bubble-iverson-1;big-range;4100;60238368
bubble-iverson-1;almost-sorted;100;3580
bubble-iverson-1;almost-sorted;200;8575
bubble-iverson-1;almost-sorted;300;14464
bubble-iverson-1;almost-sorted;400;20117
bubble-iverson-1;almost-sorted;500;25819
bubble-iverson-1;almost-sorted;600;33542
bubble-iverson-1;almost-sorted;700;42323
bubble-iverson-1;almost-sorted;800;46419
bubble-iverson-1;almost-sorted;900;66496
bubble-iverson-1;almost-sorted;1000;59236
bubble-iverson-1;almost-sorted;1100;70832
bubble-iverson-1;almost-sorted;1200;87376
bubble-iverson-1;almost-sorted;1300;83534
bubble-iverson-1;almost-sorted;1400;102308
bubble-iverson-1;almost-sorted;1500;98222
bubble-iverson-1;almost-sorted;1600;106424
bubble-iverson-1;almost-sorted;1700;114179
bubble-iverson-1;almost-sorted;1800;121731
bubble-iverson-1;almost-sorted;1900;127810
bubble-iverson-1;almost-sorted;2000;133223
bubble-iverson-1;almost-sorted;2100;161985
bubble-iverson-1;almost-sorted;2200;177953
bubble-iverson-1;almost-sorted;2300;187872
bubble-iverson-1;almost-sorted;2400;206108
bubble-iverson-1;almost-sorted;2500;203912
bubble-iverson-1;almost-sorted;2600;232218
bubble-iverson-1;almost-sorted;2700;229691
bubble-iverson-1;almost-sorted;2800;230408
bubble-iverson-1;almost-sorted;2900;230146
bubble-iverson-1;almost-sorted;3000;246372
bubble-iverson-1;almost-sorted;3100;11951411
bubble-iverson-1;almost-sorted;3200;12817428
bubble-iverson-1;almost-sorted;3300;13138125
bubble-iverson-1;almost-sorted;3400;13649926
bubble-iverson-1;almost-sorted;3500;14940193
bubble-iverson-1;almost-sorted;3600;18232063
bubble-iverson-1;almost-sorted;3700;18672761
bubble-iverson-1;almost-sorted;3800;19685811
bubble-iverson-1;almost-sorted;3900;21404415
bubble-iverson-1;almost-sorted;4000;22651837
bubble-iverson-1;almost-sorted;4100;23821445
bubble-iverson-1;reversed;100;43156
bubble-iverson-1;reversed;200;155807
bubble-iverson-1;reversed;300;365094
bubble-iverson-1;reversed;400;634873
bubble-iverson-1;reversed;500;1031719
bubble-iverson-1;reversed;600;1488658
bubble-iverson-1;reversed;700;2001558
bubble-iverson-1;reversed;800;2781175
bubble-iverson-1;reversed;900;3309382
bubble-iverson-1;reversed;1000;4058736
bubble-iverson-1;reversed;1100;5019705
bubble-iverson-1;reversed;1200;5885012
bubble-iverson-1;reversed;1300;6860753
bubble-iverson-1;reversed;1400;7971476
bubble-iverson-1;reversed;1500;9262007
bubble-iverson-1;reversed;1600;10644831
bubble-iverson-1;reversed;1700;11751539
bubble-iverson-1;reversed;1800;13228899
bubble-iverson-1;reversed;1900;14907748
bubble-iverson-1;reversed;2000;16400025
bubble-iverson-1;reversed;2100;18044221
bubble-iverson-1;reversed;2200;20071876
bubble-iverson-1;reversed;2300;22320344
bubble-iverson-1;reversed;2400;23896332
bubble-iverson-1;reversed;2500;25575876
bubble-iverson-1;reversed;2600;27801094
bubble-iverson-1;reversed;2700;29906697
bubble-iverson-1;reversed;2800;32276332
bubble-iverson-1;reversed;2900;34647833
bubble-iverson-1;reversed;3000;37158790
bubble-iverson-1;reversed;3100;39429837
bubble-iverson-1;reversed;3200;42595306
bubble-iverson-1;reversed;3300;45185883
bubble-iverson-1;reversed;3400;47589277
bubble-iverson-1;reversed;3500;51214319
bubble-iverson-1;reversed;3600;53600669
bubble-iverson-1;reversed;3700;56255549
bubble-iverson-1;reversed;3800;59440936
bubble-iverson-1;reversed;3900;62432167
bubble-iverson-1;reversed;4000;65565274
bubble-iverson-1;reversed;4100;69292267
bubble-iverson-2;small-range;100;28511
bubble-iverson-2;small-range;200;165817
bubble-iverson-2;small-range;300;253984
bubble-iverson-2;small-range;400;459220
bubble-iverson-2;small-range;500;770958
bubble-iverson-2;small-range;600;1110814
bubble-iverson-2;small-range;700;1526298
bubble-iverson-2;small-range;800;1953881
bubble-iverson-2;small-range;900;2480943
bubble-iverson-2;small-range;1000;2990349
bubble-iverson-2;small-range;1100;3667030
bubble-iverson-2;small-range;1200;4330583
bubble-iverson-2;small-range;1300;5148338
bubble-iverson-2;small-range;1400;6038668
bubble-iverson-2;small-range;1500;7128229
bubble-iverson-2;small-range;1600;8080950
bubble-iverson-2;small-range;1700;9168824
bubble-iverson-2;small-range;1800;10331608
bubble-iverson-2;small-range;1900;11554503
bubble-iverson-2;small-range;2000;13042492
bubble-iverson-2;small-range;2100;14359654
bubble-iverson-2;small-range;2200;15926225
bubble-iverson-2;small-range;2300;17399516
bubble-iverson-2;small-range;2400;18910613
bubble-iverson-2;small-range;2500;21455262
bubble-iverson-2;small-range;2600;22832579
bubble-iverson-2;small-range;2700;24506281
bubble-iverson-2;small-range;2800;26720240
bubble-iverson-2;small-range;2900;28890265
bubble-iverson-2;small-range;3000;30988235
bubble-iverson-2;small-range;3100;33079979
bubble-iverson-2;small-range;3200;35180432
bubble-iverson-2;small-range;3300;37327248
bubble-iverson-2;small-range;3400;39893036
bubble-iverson-2;small-range;3500;42330063
bubble-iverson-2;small-range;3600;44643005
bubble-iverson-2;small-range;3700;47377596
bubble-iverson-2;small-range;3800;50962688
bubble-iverson-2;small-range;3900;53125000
bubble-iverson-2;small-range;4000;55980308
bubble-iverson-2;small-range;4100;58987930
bubble-iverson-2;big-range;100;34110
bubble-iverson-2;big-range;200;124954
bubble-iverson-2;big-range;300;284886
bubble-iverson-2;big-range;400;487677
bubble-iverson-2;big-range;500;820058
bubble-iverson-2;big-range;600;1192464
bubble-iverson-2;big-range;700;1587741
bubble-iverson-2;big-range;800;2061715
bubble-iverson-2;big-range;900;2657859
bubble-iverson-2;big-range;1000;3377103
bubble-iverson-2;big-range;1100;4024165
bubble-iverson-2;big-range;1200;4859405
bubble-iverson-2;big-range;1300;5833558
bubble-iverson-2;big-range;1400;6766423
bubble-iverson-2;big-range;1500;7891022
bubble-iverson-2;big-range;1600;9107768
bubble-iverson-2;big-range;1700;10092663
bubble-iverson-2;big-range;1800;11409857
bubble-iverson-2;big-range;1900;12807036
bubble-iverson-2;big-range;2000;14412180
bubble-iverson-2;big-range;2100;15890529
bubble-iverson-2;big-range;2200;17461730
bubble-iverson-2;big-range;2300;19622818
bubble-iverson-2;big-range;2400;20984381
bubble-iverson-2;big-range;2500;23133813
bubble-iverson-2;big-range;2600;24992083
bubble-iverson-2;big-range;2700;27209602
bubble-iverson-2;big-range;2800;29119971
bubble-iverson-2;big-range;2900;31527630
bubble-iverson-2;big-range;3000;33738152
bubble-iverson-2;big-range;3100;35805333
bubble-iverson-2;big-range;3200;38474468
bubble-iverson-2;big-range;3300;41119157
bubble-iverson-2;big-range;3400;43867350
bubble-iverson-2;big-range;3500;46358005
bubble-iverson-2;big-range;3600;49358074
bubble-iverson-2;big-range;3700;52451876
bubble-iverson-2;big-range;3800;54769919
bubble-iverson-2;big-range;3900;57877681
bubble-iverson-2;big-range;4000;62392884
bubble-iverson-2;big-range;4100;65233471
bubble-iverson-2;almost-sorted;100;5267
bubble-iverson-2;almost-sorted;200;14610
bubble-iverson-2;almost-sorted;300;27480
bubble-iverson-2;almost-sorted;400;42822
bubble-iverson-2;almost-sorted;500;75628
bubble-iverson-2;almost-sorted;600;46974
bubble-iverson-2;almost-sorted;700;64735
bubble-iverson-2;almost-sorted;800;61512
bubble-iverson-2;almost-sorted;900;74504
bubble-iverson-2;almost-sorted;1000;108765
bubble-iverson-2;almost-sorted;1100;275465
bubble-iverson-2;almost-sorted;1200;106157
bubble-iverson-2;almost-sorted;1300;203531
bubble-iverson-2;almost-sorted;1400;128643
bubble-iverson-2;almost-sorted;1500;227031
bubble-iverson-2;almost-sorted;1600;191907
bubble-iverson-2;almost-sorted;1700;216466
bubble-iverson-2;almost-sorted;1800;535391
bubble-iverson-2;almost-sorted;1900;685328
bubble-iverson-2;almost-sorted;2000;716594
bubble-iverson-2;almost-sorted;2100;860948
bubble-iverson-2;almost-sorted;2200;240130
bubble-iverson-2;almost-sorted;2300;1270771
bubble-iverson-2;almost-sorted;2400;241838
bubble-iverson-2;almost-sorted;2500;1113911
bubble-iverson-2;almost-sorted;2600;352896
bubble-iverson-2;almost-sorted;2700;1842512
bubble-iverson-2;almost-sorted;2800;1584758
bubble-iverson-2;almost-sorted;2900;660382
bubble-iverson-2;almost-sorted;3000;2907396
bubble-iverson-2;almost-sorted;3100;11923452
bubble-iverson-2;almost-sorted;3200;12006716
bubble-iverson-2;almost-sorted;3300;12829271
bubble-iverson-2;almost-sorted;3400;12170469
bubble-iverson-2;almost-sorted;3500;12440205
bubble-iverson-2;almost-sorted;3600;17625563
bubble-iverson-2;almost-sorted;3700;18146101
bubble-iverson-2;almost-sorted;3800;17855483
bubble-iverson-2;almost-sorted;3900;20965706
bubble-iverson-2;almost-sorted;4000;22201475
bubble-iverson-2;almost-sorted;4100;23846755
bubble-iverson-2;reversed;100;43429
bubble-iverson-2;reversed;200;219597
bubble-iverson-2;reversed;300;401379
bubble-iverson-2;reversed;400;693794
bubble-iverson-2;reversed;500;1147188
bubble-iverson-2;reversed;600;1649001
bubble-iverson-2;reversed;700;2249523
bubble-iverson-2;reversed;800;2873039
bubble-iverson-2;reversed;900;3682787
bubble-iverson-2;reversed;1000;4451928
bubble-iverson-2;reversed;1100;5465381
bubble-iverson-2;reversed;1200;6520211
bubble-iverson-2;reversed;1300;7593246
bubble-iverson-2;reversed;1400;9015633
bubble-iverson-2;reversed;1500;10240493
bubble-iverson-2;reversed;1600;11546980
bubble-iverson-2;reversed;1700;12995959
bubble-iverson-2;reversed;1800;14816193
bubble-iverson-2;reversed;1900;16256603
bubble-iverson-2;reversed;2000;18002992
bubble-iverson-2;reversed;2100;20192317
